area,tag,count
16,16#10,249
16,16#11,747
16,20#8,5312
16,23#2,83
16,23#6,83
16,22#2,498
16,22#5,249
16,22#4,415
16,25#8,249
16,25#9,1079
16,25#6,83
16,25#7,581
16,1,332
16,24#3,83
16,24#2,415
16,24#1,2988
16,2#5,83
16,2#7,249
16,2#1,166
16,2#2,415
16,21#2,83
17,1#11,498
17,24,332
17,25,581
17,20,5810
17,22,2407
17,4,1494
17,8,83
17,5#1,581
17,8#2,996
17,8#3,166
17,8#1,166
17,8#4,747
17,1#2,166
17,1#6,83
17,1#5,664
17,1#4,83
17,1#8,83
17,14#10,83
17,7,1494
17,15#7,498
17,15#6,415
17,15#4,83
17,15#3,1909
17,15#2,332
17,4#8,249
17,4#6,249
17,4#7,83
17,4#5,166
17,4#2,996
17,16#3,249
17,16#4,1826
17,17#2,1328
17,17#5,332
17,11#8,5395
17,11#3,83
17,13#4,1494
17,11#7,332
17,11#6,1079
17,11#4,2905
17,19#3,3320
17,19#2,249
17,19#1,2075
17,19#4,332
17,14#6,332
17,14#3,83
17,6,996
17,4#10,249
17,4#11,83
17,4#14,664
17,4#16,249
17,4#17,83
17,4#18,581
17,3#1,2739
17,3#3,83
17,11,996
17,15,1328
17,17,166
17,16,1328
17,19,27639
17,6#1,249
17,6#3,83
17,2#12,332
17,2#13,83
17,2#10,415
17,20#7,7055
17,20#5,581
17,20#4,2075
17,20#2,498
17,20#1,5063
17,16#12,1660
17,16#10,332
17,16#11,664
17,20#8,10209
17,23#5,166
17,22#1,83
17,22#3,332
17,22#2,581
17,22#5,1245
17,22#4,2158
17,25#8,332
17,25#9,1577
17,25#3,83
17,25#6,166
17,25#7,913
17,1,166
17,24#3,83
17,24#2,83
17,24#1,2490
17,11#2,332
17,2#5,249
17,2#6,166
17,2#7,249
17,2#1,83
17,2#2,498
17,2#3,332
17,21#1,83
18,4#16,166
18,24,166
18,25,498
18,20,2822
18,22,913
18,23,83
18,4,913
18,8,83
18,5#3,166
18,5#1,415
18,8#2,830
18,8#3,166
18,8#1,83
18,8#4,747
18,8#5,166
18,1#2,249
18,1#6,83
18,1#5,1992
18,1#9,83
18,1#8,1079
18,14#10,83
18,7,3154
18,15#7,166
18,15#6,1328
18,15#4,83
18,15#3,1577
18,15#2,415
18,4#8,166
18,4#9,249
18,4#6,83
18,4#5,664
18,4#2,913
18,4#1,332
18,16#1,83
18,16#3,83
18,16#4,1909
18,16#8,83
18,17#2,1909
18,17#5,830
18,7#2,83
18,11#8,5893
18,11#3,166
18,13#4,3320
18,11#1,415
18,13#6,83
18,11#7,249
18,11#6,747
18,11#4,3237
18,19#3,4897
18,19#2,83
18,19#1,2075
18,19#4,664
18,14#3,249
18,6,1245
18,4#11,664
18,4#13,415
18,4#14,830
18,1#11,664
18,4#17,83
18,4#18,581
18,3#1,3901
18,3#3,83
18,11,1411
18,15,830
18,17,498
18,16,2656
18,19,29216
18,6#1,166
18,2#12,747
18,2#10,581
18,20#7,3984
18,20#5,830
18,20#4,1743
18,20#2,830
18,20#1,4316
18,16#12,913
18,16#10,1079
18,16#11,1660
18,20#8,8715
18,23#2,83
18,23#5,415
18,22#3,415
18,22#2,581
18,22#5,415
18,22#4,747
18,22#6,83
18,25#9,1909
18,25#2,83
18,25#7,415
18,1,83
18,24#2,166
18,24#1,2324
18,13#5,83
18,11#2,249
18,2#5,498
18,2#6,166
18,2#7,664
18,2#1,83
18,2#2,498
18,2#3,83
18,21#2,249
19,4#16,498
19,24,1162
19,25,498
19,20,12035
19,22,1079
19,4,3486
19,8,83
19,5#3,747
19,5#1,1079
19,8#2,3403
19,8#3,1079
19,8#1,83
19,8#4,2656
19,1#3,166
19,1#2,747
19,1#5,2407
19,1#4,83
19,1#8,1079
19,14#10,249
19,4#1,83
19,7,4150
19,15#7,166
19,15#6,664
19,15#4,166
19,15#3,1660
19,15#2,1577
19,4#8,249
19,4#9,581
19,4#6,581
19,4#7,83
19,4#5,1328
19,4#2,1577
19,4#3,166
19,15#8,83
19,16#1,83
19,16#3,498
19,16#4,2075
19,16#9,332
19,17#2,3320
19,17#5,2407
19,17#4,332
19,11#8,11205
19,13#8,830
19,11#3,913
19,11#2,664
19,11#1,166
19,13#6,249
19,11#7,581
19,11#6,2822
19,11#5,166
19,11#4,7968
19,19#3,9711
19,19#2,581
19,19#1,1411
19,19#4,1162
19,14#3,249
19,6,3652
19,4#10,664
19,4#11,664
19,4#13,1245
19,4#14,1411
19,1#11,1079
19,4#17,581
19,4#18,996
19,3#1,5644
19,11,3320
19,15,1577
19,14,83
19,17,913
19,16,3237
19,19,39093
19,18,83
19,6#1,664
19,6#2,166
19,6#3,83
19,6#4,166
19,2#12,581
19,2#10,1079
19,2#11,83
19,20#7,4814
19,20#6,249
19,20#5,1079
19,20#4,3652
19,20#2,1411
19,20#1,7055
19,16#12,747
19,16#10,4980
19,16#11,332
19,20#8,20418
19,23#1,83
19,23#3,249
19,23#5,166
19,23#6,83
19,22#1,332
19,22#3,415
19,22#2,747
19,22#5,249
19,22#4,996
19,25#8,166
19,25#9,2241
19,25#7,1162
19,1,415
19,24#3,83
19,24#2,3320
19,24#1,6474
19,13#5,249
19,13#4,6308
19,2#4,83
19,2#5,332
19,2#6,498
19,2#7,166
19,2#1,166
19,2#2,1494
19,2#3,166
19,21#1,166
20,4#16,166
20,1#10,83
20,24,332
20,25,498
20,20,5893
20,22,2158
20,23,415
20,4,3320
20,5#4,166
20,5#3,83
20,5#1,913
20,8#2,2324
20,8#3,1079
20,8#1,83
20,8#4,1328
20,8#5,83
20,1#3,83
20,1#2,83
20,1#5,2241
20,1#4,83
20,1#9,166
20,1#8,1245
20,14#10,83
20,7,5976
20,15#7,498
20,15#6,1079
20,15#4,166
20,15#3,2407
20,15#2,830
20,4#8,166
20,4#9,249
20,4#6,332
20,4#7,415
20,4#5,1743
20,4#2,1162
20,4#1,415
20,16#2,166
20,16#3,332
20,16#4,3901
20,16#9,249
20,17#3,83
20,17#2,2324
20,17#5,2407
20,17#4,83
20,11#8,8300
20,13#8,664
20,11#3,332
20,11#2,913
20,11#1,415
20,11#7,415
20,11#6,3071
20,11#5,166
20,11#4,8881
20,19#3,8217
20,19#2,249
20,19#1,2075
20,19#4,3071
20,14#6,913
20,14#7,3071
20,14#2,83
20,14#3,166
20,6,3237
20,14#8,83
20,4#10,1162
20,4#11,996
20,4#13,747
20,4#14,1162
20,1#11,664
20,4#17,830
20,4#18,1162
20,3#1,3237
20,3#3,249
20,11,3901
20,15,1577
20,14,1743
20,17,166
20,16,2822
20,19,45401
20,6#1,332
20,6#2,166
20,6#4,332
20,2#12,1577
20,2#10,913
20,2#11,83
20,20#7,5976
20,20#6,249
20,20#5,1577
20,20#4,3486
20,20#2,1494
20,20#1,4067
20,16#12,1826
20,16#10,4897
20,16#11,5810
20,20#8,15604
20,23#3,415
20,23#5,332
20,23#6,83
20,22#1,498
20,22#3,1245
20,22#2,996
20,22#5,498
20,22#4,1411
20,22#6,166
20,25#8,498
20,25#9,2158
20,25#3,83
20,25#1,83
20,25#7,1245
20,1,498
20,5,166
20,24#3,166
20,24#2,1909
20,24#1,11039
20,13#4,5395
20,2#5,498
20,2#6,415
20,2#7,249
20,2#1,166
20,2#2,1328
20,21#2,83
20,21#1,166
21,4#16,166
21,1#10,83
21,24,996
21,25,249
21,20,7968
21,22,415
21,23,415
21,4,1743
21,5#3,996
21,5#2,83
21,5#1,2490
21,8#2,3403
21,8#4,581
21,1#3,166
21,1#2,581
21,1#1,166
21,1#7,83
21,1#5,2241
21,1#4,249
21,1#8,1411
21,14#10,332
21,7,2490
21,15#7,415
21,15#6,415
21,15#3,581
21,15#2,332
21,4#9,415
21,4#6,83
21,4#4,83
21,4#5,830
21,4#2,996
21,4#3,664
21,4#1,249
21,16#1,83
21,16#3,166
21,16#4,3403
21,17#2,4399
21,17#5,1577
21,17#4,996
21,11#8,14110
21,13#8,2822
21,11#3,3569
21,11#2,1494
21,13#6,83
21,11#7,1660
21,11#6,10292
21,11#5,166
21,11#4,23821
21,19#3,4482
21,19#4,1162
21,14#7,83
21,6,2324
21,4#10,1743
21,4#11,747
21,4#13,2075
21,4#14,1577
21,1#11,1162
21,4#17,581
21,4#18,498
21,11,9711
21,15,664
21,17,913
21,16,2988
21,19,14193
21,6#1,332
21,6#3,166
21,2#12,10292
21,2#13,3984
21,2#10,830
21,2#11,166
21,20#7,2573
21,20#6,166
21,20#5,2241
21,20#4,2324
21,20#2,2739
21,20#1,5395
21,16#12,2324
21,16#10,3237
21,16#11,2739
21,20#8,14940
21,23#4,83
21,22#1,166
21,22#3,83
21,22#2,332
21,22#4,83
21,25#8,83
21,25#9,1992
21,25#7,498
21,1,415
21,5,83
21,24#3,1909
21,24#2,2490
21,24#1,52290
21,13#4,17098
21,2#4,83
21,2#5,332
21,2#6,1743
21,2#7,249
21,2#2,3984
21,2#3,664
21,21#1,83
22,4#16,166
22,3#5,83
22,24,415
22,25,913
22,20,4482
22,22,581
22,23,415
22,4,2075
22,8,249
22,5#3,415
22,5#1,166
22,8#2,2988
22,8#3,1245
22,8#1,83
22,8#4,2324
22,1#2,664
22,1#5,1826
22,1#4,83
22,1#8,1909
22,14#10,166
22,7,3154
22,15#7,996
22,15#6,2739
22,15#4,166
22,15#3,1992
22,15#2,664
22,4#9,498
22,4#6,166
22,4#7,166
22,4#5,249
22,4#2,747
22,4#3,415
22,4#1,166
22,16#1,166
22,16#3,581
22,16#4,4814
22,16#6,83
22,16#9,249
22,17#3,166
22,17#2,2656
22,17#5,2241
22,17#4,332
22,7#2,166
22,11#8,9545
22,13#8,1162
22,13#5,166
22,11#2,830
22,11#1,415
22,13#6,166
22,11#7,498
22,11#6,2158
22,11#5,498
22,11#4,4316
22,19#3,6059
22,19#2,498
22,19#1,498
22,19#4,747
22,14#6,83
22,14#3,83
22,6,1826
22,4#10,747
22,4#11,996
22,4#13,581
22,4#14,581
22,1#11,581
22,4#17,581
22,4#18,1328
22,3#1,3818
22,3#3,83
22,3#2,83
22,11,2158
22,15,2822
22,14,83
22,17,498
22,16,2656
22,19,21663
22,6#1,83
22,6#4,166
22,2#12,664
22,2#10,664
22,2#11,166
22,20#7,3320
22,20#6,249
22,20#5,1162
22,20#4,1245
22,20#2,1162
22,20#1,6142
22,16#12,830
22,16#10,4399
22,16#11,3071
22,20#8,11537
22,23#3,166
22,23#4,83
22,23#5,332
22,22#1,83
22,22#3,913
22,22#2,581
22,22#5,332
22,22#4,830
22,25#8,996
22,25#9,2656
22,25#3,415
22,25#1,83
22,25#6,249
22,25#7,332
22,25#4,83
22,1,332
22,5,83
22,24#2,2324
22,24#1,5478
22,11#3,581
22,13#4,5976
22,2#4,166
22,2#5,415
22,2#6,166
22,2#7,498
22,2#2,1079
22,2#3,83
22,21#1,83
23,4#16,830
23,1#10,83
23,24,2241
23,25,5063
23,20,78020
23,22,7221
23,23,6391
23,4,27805
23,8,1494
23,5#3,5727
23,5#2,166
23,5#1,9877
23,8#2,14027
23,8#3,10043
23,8#1,581
23,8#4,8383
23,1#3,1411
23,1#2,3237
23,1#1,249
23,1#7,415
23,1#5,30378
23,1#4,581
23,1#8,16517
23,14#10,249
23,15#1,166
23,3,166
23,7,16683
23,15#7,7387
23,15#6,9047
23,15#4,1411
23,15#3,17015
23,15#2,8798
23,4#8,415
23,4#9,8964
23,4#6,3071
23,4#7,1411
23,4#4,581
23,4#5,6391
23,4#2,10458
23,4#3,3154
23,4#1,1826
23,16#1,83
23,16#3,1162
23,16#4,8134
23,16#6,83
23,17#1,166
23,16#9,166
23,17#3,581
23,17#2,21414
23,17#5,22493
23,17#4,7138
23,7#3,83
23,7#2,166
23,11#8,71380
23,13#8,3486
23,11#3,9379
23,11#2,6474
23,11#1,3237
23,13#6,498
23,11#7,7387
23,11#6,25481
23,11#5,2822
23,11#4,91300
23,19#3,89142
23,19#2,1162
23,19#1,1992
23,19#4,1162
23,15#8,83
23,14#6,166
23,14#7,498
23,14#2,249
23,14#3,1494
23,6,25813
23,14#8,166
23,14#9,166
23,4#10,8715
23,4#11,7304
23,4#12,415
23,4#13,4980
23,4#14,5395
23,1#11,5644
23,4#17,6225
23,4#18,5478
23,3#1,2739
23,3#3,581
23,3#2,249
23,11,29299
23,12,166
23,15,18758
23,14,747
23,17,3486
23,16,19090
23,19,142428
23,6#1,4482
23,6#2,2905
23,6#3,913
23,6#4,1079
23,2#12,13031
23,2#13,2573
23,2#10,4482
23,2#11,581
23,20#7,35607
23,20#6,415
23,20#5,8881
23,20#4,13280
23,20#2,17762
23,20#1,18841
23,16#12,3984
23,16#10,27556
23,16#11,14691
23,20#8,113129
23,23#1,83
23,23#2,249
23,23#3,913
23,23#4,830
23,23#5,1743
23,23#6,1660
23,22#1,1992
23,22#3,1826
23,22#2,5561
23,22#5,1577
23,22#4,15853
23,22#6,415
23,25#8,3569
23,25#9,12782
23,25#2,332
23,25#3,1826
23,25#1,83
23,25#6,664
23,25#7,4814
23,25#4,83
23,25#5,498
23,1,5395
23,5,747
23,24#3,1743
23,24#2,10043
23,24#1,257881
23,13#5,83
23,13#4,72957
23,2#4,498
23,2#5,1577
23,2#6,8300
23,2#7,2324
23,2#1,581
23,2#2,12035
23,2#3,415
23,21#1,83
24,4#16,332
24,4#17,1494
24,24,1079
24,25,830
24,20,17845
24,22,4814
24,23,332
24,4,6225
24,8,166
24,5#3,1743
24,5#1,913
24,8#2,3735
24,8#3,830
24,8#1,83
24,8#4,1826
24,1#3,166
24,1#2,498
24,1#1,249
24,1#6,249
24,1#5,10043
24,1#4,83
24,1#8,2905
24,14#10,664
24,7,7387
24,15#7,747
24,15#6,1079
24,15#4,83
24,15#3,2656
24,15#2,1245
24,4#8,498
24,4#9,664
24,4#6,166
24,4#7,166
24,4#4,166
24,4#5,1992
24,4#2,3320
24,4#3,1743
24,4#1,415
24,16#3,581
24,16#4,3984
24,16#6,83
24,16#8,415
24,17#3,332
24,17#2,8300
24,17#5,6308
24,17#4,1079
24,11#8,25149
24,13#8,332
24,13#5,332
24,11#2,2075
24,11#1,249
24,13#6,166
24,11#7,2241
24,11#6,6723
24,11#5,581
24,11#4,24485
24,19#3,12284
24,19#2,249
24,19#1,3320
24,19#4,1245
24,14#6,249
24,14#2,249
24,14#3,415
24,6,6474
24,4#10,1162
24,4#11,1992
24,4#13,2822
24,4#14,1577
24,1#11,2075
24,1#10,83
24,4#18,1826
24,3#1,6225
24,3#3,83
24,3#2,166
24,11,7304
24,15,2739
24,14,83
24,17,1577
24,16,4150
24,19,40338
24,6#1,1162
24,6#2,83
24,2#12,4067
24,2#13,664
24,2#10,2656
24,2#11,249
24,20#7,15770
24,20#6,332
24,20#5,4565
24,20#4,5893
24,20#2,3818
24,20#1,10458
24,16#12,4233
24,16#10,5478
24,16#11,3569
24,20#8,41832
24,23#3,249
24,23#5,332
24,23#6,83
24,22#1,332
24,22#3,830
24,22#2,2324
24,22#5,1162
24,22#4,3652
24,25#8,747
24,25#9,5893
24,25#6,249
24,25#7,2905
24,1,1494
24,5,249
24,24#3,166
24,24#2,2324
24,24#1,51792
24,11#3,1909
24,13#4,9960
24,2#4,332
24,2#5,664
24,2#6,1079
24,2#7,581
24,2#1,83
24,2#2,5063
24,2#3,83
25,1#11,1245
25,24,415
25,25,1079
25,20,11288
25,22,2158
25,23,166
25,4,3071
25,8,249
25,5#4,83
25,5#3,581
25,5#1,747
25,8#2,1494
25,8#3,1992
25,8#1,415
25,8#4,1909
25,1#3,249
25,1#2,1577
25,1#1,83
25,1#6,166
25,1#5,4648
25,1#4,166
25,1#8,2075
25,14#10,249
25,15#1,83
25,3,83
25,7,3403
25,15#7,1245
25,15#6,2739
25,15#4,332
25,15#3,3071
25,15#2,1328
25,4#8,498
25,4#9,415
25,4#7,166
25,4#5,581
25,4#2,913
25,4#3,581
25,4#1,332
25,16#1,249
25,16#3,415
25,16#4,4067
25,16#8,83
25,17#3,83
25,17#2,3154
25,17#5,3403
25,17#4,581
25,11#8,10209
25,13#8,83
25,11#3,747
25,11#2,913
25,11#1,996
25,13#6,83
25,11#7,747
25,11#6,3569
25,11#5,498
25,11#4,9794
25,19#3,6972
25,19#2,332
25,19#1,1245
25,19#4,913
25,14#6,166
25,14#7,166
25,14#2,83
25,14#3,83
25,6,5727
25,14#8,83
25,4#10,498
25,4#11,830
25,4#12,83
25,4#13,1660
25,4#14,996
25,4#16,166
25,4#17,249
25,4#18,1079
25,3#1,3071
25,3#3,249
25,11,2822
25,15,2407
25,14,83
25,17,664
25,16,3984
25,19,21580
25,6#1,332
25,6#2,83
25,6#4,83
25,2#12,1577
25,2#10,498
25,2#11,83
25,20#7,16766
25,20#6,166
25,20#5,1826
25,20#4,4067
25,20#2,1162
25,20#1,3569
25,16#12,913
25,16#10,2241
25,16#11,2241
25,20#8,31706
25,23#1,249
25,23#2,166
25,23#3,166
25,23#4,83
25,23#5,830
25,22#1,332
25,22#3,830
25,22#2,913
25,22#5,664
25,22#4,1162
25,22#6,83
25,25#8,913
25,25#9,3486
25,25#3,83
25,25#6,83
25,25#7,830
25,25#5,83
25,1,996
25,24#2,996
25,24#1,7138
25,13#5,166
25,13#4,5976
25,2#4,83
25,2#5,332
25,2#6,83
25,2#7,581
25,2#1,166
25,2#2,2241
26,1#10,166
26,24,581
26,25,166
26,20,1328
26,22,249
26,23,166
26,4,1411
26,5#3,83
26,5#1,83
26,8#2,1079
26,8#4,747
26,1#3,83
26,1#6,166
26,1#5,415
26,1#9,83
26,1#8,249
26,7,2075
26,15#6,415
26,15#4,249
26,15#3,581
26,15#2,498
26,4#9,166
26,4#5,332
26,4#2,249
26,4#3,249
26,4#1,83
26,16#3,249
26,16#4,1245
26,16#8,83
26,17#2,747
26,17#5,415
26,17#4,83
26,11#8,5063
26,13#5,166
26,11#2,332
26,13#6,166
26,11#7,581
26,11#6,498
26,11#5,83
26,11#4,3569
26,19#3,2739
26,19#2,249
26,19#1,1494
26,19#4,747
26,14#6,166
26,14#2,83
26,14#3,83
26,6,1079
26,4#10,166
26,4#11,249
26,4#13,249
26,4#14,166
26,1#11,332
26,4#17,249
26,4#18,332
26,3#1,3569
26,11,1245
26,15,332
26,14,83
26,16,166
26,19,14442
26,18,83
26,6#1,166
26,2#12,249
26,2#13,83
26,2#10,498
26,2#11,83
26,20#7,1909
26,20#6,83
26,20#5,913
26,20#4,1162
26,20#2,498
26,20#1,3486
26,16#12,415
26,16#10,1245
26,16#11,830
26,20#8,1660
26,23#1,83
26,22#1,166
26,22#2,249
26,22#4,498
26,25#8,166
26,25#9,1411
26,25#7,415
26,25#5,83
26,1,249
26,24#2,1162
26,24#1,2407
26,11#3,415
26,13#4,1411
26,2#5,83
26,2#6,83
26,2#2,498
26,2#3,249
26,21#2,83
27,4#16,498
27,1#10,166
27,24,996
27,25,1411
27,20,32951
27,22,1079
27,23,747
27,4,7636
27,8,332
27,5#4,83
27,5#3,1411
27,5#1,1245
27,8#2,6308
27,8#3,2490
27,8#1,332
27,8#4,3818
27,8#5,83
27,1#3,1245
27,1#2,2905
27,1#1,332
27,1#7,166
27,1#6,83
27,1#5,10375
27,1#4,166
27,1#8,8217
27,14#10,332
27,15#1,83
27,7,7719
27,15#7,1411
27,15#6,4233
27,15#4,415
27,15#3,7138
27,15#2,3735
27,4#8,581
27,4#9,1743
27,4#6,664
27,4#7,332
27,4#5,3071
27,4#2,3320
27,4#3,1245
27,4#1,1162
27,16#1,166
27,16#3,332
27,16#4,9462
27,16#6,83
27,17#3,166
27,17#2,8964
27,17#5,7553
27,17#4,2241
27,11#8,23655
27,13#8,166
27,11#3,4482
27,11#2,3154
27,11#1,913
27,11#7,1411
27,11#6,8549
27,11#5,1577
27,11#4,22493
27,19#3,23655
27,19#2,1577
27,19#1,1909
27,19#4,913
27,15#8,83
27,14#6,332
27,14#2,166
27,14#3,581
27,6,9545
27,14#8,83
27,14#1,83
27,4#10,1328
27,4#11,1660
27,4#13,2905
27,4#14,1494
27,1#11,1743
27,4#17,1328
27,4#18,2324
27,3#1,2573
27,3#3,249
27,3#2,166
27,11,9047
27,15,5478
27,14,332
27,17,1494
27,16,14193
27,19,48472
27,6#1,1743
27,6#2,498
27,6#4,415
27,2#12,2490
27,2#13,747
27,2#10,1328
27,2#11,332
27,20#7,17264
27,20#6,415
27,20#5,3569
27,20#4,7304
27,20#2,4897
27,20#1,6474
27,16#12,1826
27,16#10,7304
27,16#11,6806
27,20#9,83
27,20#8,61171
27,23#1,415
27,23#2,83
27,23#3,249
27,23#4,249
27,23#5,415
27,23#6,415
27,22#1,664
27,22#3,498
27,22#2,2656
27,22#5,1494
27,22#4,1245
27,25#8,2573
27,25#9,5229
27,25#3,249
27,25#1,83
27,25#7,1743
27,1,1826
27,5,83
27,24#3,166
27,24#2,2988
27,24#1,14027
27,13#4,16102
27,2#8,83
27,2#4,249
27,2#5,913
27,2#6,415
27,2#7,1079
27,2#1,498
27,2#2,4731
27,21#2,83
27,21#1,83
28,4#16,166
28,1#10,249
28,24,1245
28,25,1909
28,20,12865
28,22,2075
28,23,332
28,4,7304
28,8,332
28,5#4,83
28,5#3,2656
28,5#1,2407
28,8#2,4150
28,8#3,1909
28,8#1,166
28,8#4,3403
28,1#3,249
28,1#2,913
28,1#1,332
28,1#5,8134
28,1#4,332
28,1#8,3569
28,14#10,581
28,15#1,83
28,7,7553
28,15#7,1743
28,15#6,3237
28,15#4,83
28,15#3,3652
28,15#2,1328
28,4#8,415
28,4#9,2241
28,4#6,664
28,4#7,332
28,4#4,83
28,4#5,3320
28,4#2,1743
28,4#3,1577
28,4#1,498
28,16#1,83
28,16#4,4316
28,16#9,249
28,17#3,249
28,17#2,7221
28,17#5,8632
28,17#4,2158
28,11#8,24236
28,13#8,1245
28,11#3,6308
28,13#4,15438
28,11#1,581
28,13#6,166
28,11#7,1743
28,11#6,10790
28,11#5,1494
28,11#4,31955
28,19#3,10209
28,19#2,83
28,19#1,664
28,19#4,664
28,14#6,166
28,14#2,166
28,14#3,498
28,6,5644
28,4#10,2988
28,4#11,2739
28,4#13,5644
28,4#14,2407
28,1#11,830
28,4#17,1826
28,4#18,1079
28,3#1,2075
28,3#2,83
28,11,8964
28,15,3154
28,14,166
28,17,1660
28,16,7221
28,19,29133
28,18,83
28,6#1,415
28,6#2,83
28,6#3,1494
28,6#4,415
28,2#12,4316
28,2#13,581
28,2#10,1494
28,2#11,332
28,20#7,9047
28,20#6,415
28,20#5,4233
28,20#4,4731
28,20#3,3
28,20#2,4316
28,20#1,6474
28,16#12,1162
28,16#10,13778
28,16#11,7885
28,20#8,30627
28,23#1,166
28,23#2,332
28,23#3,415
28,23#5,581
28,23#6,166
28,22#1,747
28,22#3,747
28,22#2,2241
28,22#5,498
28,22#4,830
28,25#8,1162
28,25#9,4316
28,25#2,249
28,25#3,830
28,25#1,83
28,25#6,166
28,25#7,1660
28,25#5,83
28,1,1743
28,5,415
28,24#3,83
28,24#2,6391
28,24#1,57422
28,9#1#1,14
28,13#5,166
28,11#2,4814
28,2#8,249
28,2#4,498
28,2#5,332
28,2#6,415
28,2#7,249
28,2#1,415
28,2#2,5976
28,2#3,83
28,21#1,249
29,4#16,166
29,24,83
29,25,664
29,20,5561
29,22,1411
29,23,166
29,4,2324
29,8,83
29,5#3,249
29,5#1,415
29,8#2,1328
29,8#4,415
29,1#2,83
29,1#5,4067
29,1#8,1411
29,14#10,166
29,7,2822
29,15#7,166
29,15#6,1162
29,15#4,166
29,15#3,1743
29,15#2,581
29,4#9,249
29,4#6,415
29,4#5,249
29,4#2,2158
29,4#3,332
29,4#1,664
29,16#3,83
29,16#4,1079
29,16#8,166
29,17#2,3984
29,17#5,1079
29,7#2,166
29,11#8,9960
29,13#8,166
29,13#5,166
29,11#2,249
29,11#1,166
29,13#6,332
29,11#7,415
29,11#6,1245
29,11#4,7968
29,19#3,3735
29,19#2,249
29,19#1,3320
29,19#4,581
29,14#6,664
29,14#2,166
29,6,1079
29,4#10,83
29,4#11,249
29,4#12,83
29,4#13,83
29,4#14,913
29,1#11,830
29,4#17,581
29,4#18,1079
29,3#1,6640
29,11,1992
29,15,1162
29,17,830
29,16,1079
29,19,22825
29,6#1,83
29,6#2,166
29,2#12,747
29,2#10,830
29,20#7,4067
29,20#5,3569
29,20#4,4565
29,20#2,1328
29,20#1,11537
29,16#12,1494
29,16#10,581
29,16#11,3403
29,20#8,13114
29,23#5,166
29,22#2,747
29,22#5,83
29,22#4,996
29,25#8,83
29,25#9,4316
29,25#7,1162
29,1,415
29,24#2,166
29,24#1,2158
29,11#3,249
29,13#4,3984
29,2#5,249
29,2#7,83
29,2#1,83
29,2#2,913
30,4#16,166
30,25,498
30,20,1162
30,22,249
30,4,166
30,5#4,83
30,5#3,83
30,5#1,498
30,8#2,415
30,8#4,415
30,1#3,166
30,1#2,166
30,1#7,83
30,1#6,166
30,1#5,1411
30,1#4,83
30,1#9,83
30,1#8,415
30,14#10,83
30,7,2158
30,15#7,166
30,15#6,249
30,15#3,1494
30,15#2,332
30,4#8,83
30,4#7,166
30,4#5,249
30,4#2,249
30,16#2,166
30,16#3,332
30,16#4,830
30,16#8,83
30,17#2,913
30,17#5,498
30,11#8,3818
30,13#5,332
30,11#2,249
30,11#1,83
30,13#6,83
30,11#7,83
30,11#6,747
30,11#5,83
30,11#4,2158
30,19#3,2241
30,19#2,166
30,19#1,1245
30,19#4,83
30,14#6,830
30,14#7,2407
30,6,830
30,4#11,83
30,4#13,249
30,4#14,581
30,1#11,332
30,4#17,1162
30,4#18,415
30,3#1,3569
30,3#3,83
30,11,332
30,15,1079
30,14,664
30,17,249
30,16,1162
30,19,10790
30,6#4,83
30,2#12,332
30,2#10,249
30,2#11,83
30,20#7,3569
30,20#5,415
30,20#4,1826
30,20#2,415
30,20#1,1826
30,16#12,996
30,16#10,913
30,20#8,6640
30,23#1,83
30,23#3,83
30,22#2,332
30,22#5,166
30,22#4,83
30,25#8,83
